id,nl
niet behandeld_title,niet behandeld
onbekend_title,onbekend
row_title,rij
modelScenario_title,Model scenario
hist_title,Model gebaseerd op historische klimaatdata
rcp26_title,model gebaseerd op klimaatvoorspellingen onder RCP 2.6 voor 2040-2070
rcp45_title,model gebaseerd op klimaatvoorspellingen onder RCP 4.5 voor 2040-2070
rcp85_title,model gebaseerd op klimaatvoorspellingen onder RCP 8.5 voor 2040-2070
modelType_title,Model type
riskMap_title,Risicokaart
diffMap_title,Kaart met verschil in risico tussen het RCP-klimaatscenario en de historische klimaatgegevens
confMap_title,Kaart met confidentie in voorspeld risico
riskLow_title,laag risico
riskHigh_title,hoog risico
diffLow_title,laag risicoverschil
diffHigh_title,hoog risicoverschil
confLow_title,lage betrouwbaarheid
confHigh_title,hoge betrouwbaarheid
failing_title,falend
gam_0_title,niet opkomend
gam_1_title,onduidelijk
gam_2_title,mogelijk opkomend
gam_3_title,opkomend
contents_title,Inhoudsopgave
createReport_title,Maak rapport
parameters_title,Parameters
noParameters_title,Geen parameters geselecteerd
version_title,Versie
yes_title,ja
no_title,nee
radius_title,radius
Natuurpunt_title,Natuurpunt
Vespawatch_title,Vespawatch
bottom_title,onderaan
top_title,bovenaan
right_title,rechts
left_title,links
summarizeBy_title,samenvatten per
t0_title,t0
t1_title,t1
contactMissing_title,Rapporteer ontbrekende data
contactApp_title,Rapporteer een probleem met de applicatie
nBins_title,Aantal groepen
break_title,Afkapwaarde
binType_title,Type groepen
quantiles_title,Kwantielen
uniform_title,Uniforme verdeling
userDefined_title,Aangepast door gebruiker
name_title,Naam
binConfirm_title,Bevestig groepen
isBeheerd_title,Beheerd
nest_type_title,Nest type
key_title,
undefined_title,
cumulative_title,cumulatief aantal
vernacular_name_title,zoeken op gangbare namen
vernacular_name_col_title,gangbare namen
other_db_title,Andere dashboards
mica_db_title,MICA dashboard
radius_db_title,RadIUS dashboard
faq_title,FAQ
apply_gamObservations_title,Status van opkomst (GAM) - Gemodelleerd aantal waarnemingen
apply_gamOccupancy_title,Status van opkomst (GAM) - Gemodelleerde bezette oppervlakte
barplotLenteNesten_title,Voorjaarsnesten
countNesten_title,Aantal nesten per provincie (figuur)
indicator_introduction_year_title,Aantal nieuw geïntroduceerde soorten per jaar
indicator_total_year_title,Cumulatief aantal geïntroduceerde soorten
indicator_native_range_year_title,Aantal geïntroduceerde soorten per jaar en per continent van oorsprong
countOccupancy_title,Trend in de bezetting van Unielijstsoorten in Vlaanderen
get_table_pathways_title,Aantal geïntroduceerde soorten per introductieroute
management2_active-mapHeat_title,Actieve haarden
management2_observed-mapHeat_title,Alle observaties huidig jaar
management2-countYearGroup_title,Beheer van nesten
management3-countYearGroup_title,Het aantal beheerde {{species}} individuen
observations-mapOccurrence_title,Waarnemingen van {{species}}
reporting_t1-mapOccurrence_title,Rapportering van {{species}}
reporting_t01-mapOccurrence_title,Rapportering van {{species}}
management-mapOccurrence_title,Beheer van {{species}}
management-mapInvasion_title,Invasie geschiedenis van <i>{{species}}</i>
risk-mapRaster_title,TrIAS Risicokaarten
tableIndicators_title,
tableNesten_title,Aantal nesten per provincie (tabel)
visualize_pathways_level1_title,Aantal geïntroduceerde taxa per introductieroutecategorie
visualize_pathways_year_level1_title,Trends in het aantal geïntroduceerde taxa per introductie route categorie
visualize_pathways_level2_title,Aantal geïntroduceerde taxa per introductie route subcategorie
visualize_pathways_year_level2_title,Trends in het aantal geïntroduceerde taxa per introductie route subcategorie
welcomeTitle_title,Welkom op het exotenportaal
occupancy_title,Verspreiding
checklist-welcome_title,Checklijst indicatoren
species-welcome_title,Soortgegevens
apply_gamObservations_description,"<p>Gegeneraliseerd Additief Model (GAM) gebaseerd op het aantal waarnemingen van een soort.</p> 
<p>Dit model is gebaseerd op de <a href=""https://doi.org/10.5281/zenodo.3632749"" target=""_blank"">Occurrence cubes voor niet-inheemse taxa in België en Europa.</a>
<p>De zwarte punten geven het aantal waarnemingen van de soort weer per jaar. De trendlijn toont het verloop volgens een GAM, gebaseerd op deze waarnemingen. De kleuren geven de status van opkomst voor een bepaald jaar weer: <b style=""color: green;"">groene</b> bollen geven aan dat de soort niet opkomend is, <b style=""color: orange;"">oranje</b> dat de soort mogelijk opkomend is, <b style=""color: red;"">rode</b> dat de soort opkomend is en <b style=""color: grey;"">grijze</b> dat het model geen uitsluitsel kan geven.</p>
<p>Dit model kan gecorrigeerd worden op basis van waarnemers bias<sup>1</sup> en kan specifiek gelopen worden voor beschermde Natura2000 gebieden<sup>2</sup>.</p>
<p><i><sup>1</sup>Het aantal waarnemingen wordt gecorrigeerd ten opzichte van het aantal waarnemingen van de klasse van de soort (bv. in het geval van Cyperus eragrostis (<a href=""https://www.gbif.org/species/2715482"" target = ""_blank"">2715482</a>) worden waarnemingen van andere Liliopsida (<a href=""https://www.gbif.org/species/196"" target = ""_blank"">196</a>) in rekening gebracht).</i></br><i><sup>2</sup>Enkel waarnemingen waarvan de 1x1km gridcel overlapt met een Natura2000-gebied worden in rekening gebracht. Elke waarneming wordt toegewezen aan een willekeurige gridcel op basis van de nauwkeurigheid van de gerapporteerde locatie. Hierdoor kan het resultaat van het GAM-model voor Natura2000 gebieden licht variëren na een update.</i>
</p>Voor meer informatie over de gebruikte methode kan u steeds  <a href=""https://trias-project.github.io/indicators/07_occurrence_indicators_modelling.html"" target = ""_blank""> de documentatie van de TrIAS indicatoren</a> raadplegen."
apply_gamOccupancy_description,"<p>Gegeneraliseerd Additief Model (GAM) gebaseerd op de oppervlakte die bezet wordt door een soort.</p> 
<p>Dit model is gebaseerd op de <a href=""https://doi.org/10.5281/zenodo.3632749"" target=""_blank"">Occurrence cubes voor niet-inheemse taxa in België en Europa.</a>
<p>De zwarte punten geven het aantal bezette hokken van de soort weer per jaar. De trendlijn geeft de GAM gebaseerd op de graad van bezetting weer. De kleuren geven de status van opkomst voor een bepaald jaar weer. <b style=""color: green;"">Groene</b> bollen geven aan dat de soort niet opkomend is, <b style=""color: orange;"">oranje</b> dat de soort mogelijk opkomend is, <b style=""color: red;"">rode</b> dat de soort opkomend is en <b style=""color: grey;"">grijze</b> dat het model geen uitsluitsel kan geven.</p>
<p>Dit model kan gecorrigeerd worden op basis van waarnemers bias<sup>1</sup> en voorkomen in beschermde Natura2000 gebieden<sup>2</sup>.</p>
<p><i><sup>1</sup>Het aantal waarnemingen wordt gecorrigeerd ten opzichte van het aantal waarnemingen van de klasse van de soort, bvb in het geval van Cyperus eragrostis (<a href=""https://www.gbif.org/species/2715482"" target = ""_blank"">2715482</a>) worden waarnemingen van andere Liliopsida (<a href=""https://www.gbif.org/species/196"" target = ""_blank"">196</a>) in rekening gebracht.</i></br>
<i><sup>2</sup>Enkel waarnemingen wiens 1x1km hok overlap heeft met een Natura2000 gebied worden in rekening gebracht. Iedere observatie krijgt een willekeurig hok toegewezen gebaseerd op de nauwkeurigheid van de melding. Hierdoor kan het voorkomen dat het resultaat van de GAM voor Natura2000 na een update licht andere resultaten geeft</i></p>
<p>Voor meer informatie in verband met de gebruikte methode kan u steeds terecht bij de <a href=""https://trias-project.github.io/indicators/07_occurrence_indicators_modelling.html"" target = ""_blank"">TrIAS indicatoren</a></p>"
barplotLenteNesten_description,Het aantal op vespawatch.be gemelde nesten tussen 1 januari en 19 mei
countNesten_description,Het aantal op vespawatch.be gemelde nesten per provincie.</br><em>Data beschikbaar tot {{maxDate}}<em>
indicator_introduction_year_description,"Deze grafiek geeft een tijdsreeks weer van het aantal nieuw geïntroduceerde uitheemse soorten in België. De punten geven het aantal geïntroduceerde soorten weer voor een specifiek jaar (indien gegevens beschikbaar zijn), gebaseerd op de datum van de eerste waarneming van de soort zoals aangeven in de <a href=""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e\"" target=""_blank""> GRIIS-checklist </a>. De algemene trend, gefit met behulp van een LOESS-model, wordt weergegeven in <b style=""color:#356196ff;"">blauw</b>, terwijl het <b style=""color:#94a7baff;"">blauw gearceerde gebied</b> het 95% betrouwbaarheidsinterval aangeeft."
indicator_total_year_description,"Deze grafiek toont het cumulatieve aantal geïntroduceerde uitheemse soorten in België, gebaseerd op hun jaar van eerste observatie, zoals gedocumenteerd in de <a href=""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank"">GRIIS-checklist</a>."
indicator_native_range_year_description,"p>Het aantal geïntroduceerde soorten per jaar van eerste waarneming in België en per continent van oorsprong (of natuurlijke verspreiding)</p> <p><i>Verdere onderverdeling van continenten in subregio's is mogelijk door de optie ""natuurlijke verspreiding"" te selecteren in het dropdown-menu voor regio-schaal.</i></p>"
countOccupancy_description,"<img src=""https://cdn-icons-png.flaticon.com/512/7801/7801791.png"" alt=""attention"" style=""width:15px;height:15px;""> <i>AANDACHT: Deze figuur is onafhankelijk van geselecteerde filters bovenaan.</i>
<br>
<br>
Deze grafiek toont de trend in bezetting (d.w.z. het percentage bezette 10 km<sup>2</sup> hokken) in Vlaanderen voor alle soorten die op <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02016R1141-20220802&from=EN"" target=""_blank""> de lijst van soorten van Uniebelang</a> staan. Voor elke soort wordt de bezetting op het moment van opname in de Unie-lijst aangegeven in <span style=""color: #4f7c9bff;"">blauw</span> (Basis), terwijl de bezetting tijdens de meest recente driejaarlijkse rapporteringsperiode wordt weergegeven in <span style=""color: #e87837ff;"">oranje</span> (Rapportering)."
get_table_pathways_description,"Deze tabel toont het aantal geïntroduceerde soorten en (maximaal) vijf voorbeelden per introductieroute-categorie en bijbehorende subcategorieën, zoals gespecificeerd in
 <a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf"" target = ""_blank"">de CBD categorieën</a>."
management2_active-mapHeat_description,"Deze kaart illustreert waar Aziatische hoornaar is waargenomen, maar waar nog geen nest succesvol beheerd werd. Op deze plaatsen vinden mogelijks opsporingsacties plaats door de Vespawatchers.
Waarnemingen worden weerhouden wanneer ze verder dan 2km van een succesvol beheerd nest bevinden en/of na een succesvolle beheeractie gemeld worden. Hoe intenser rood, hoe meer meldingen er in de buurt van elkaar zijn.
Ontbrekende nesten kunnen steeds gemeld worden op <a href=""https://vespawatch.be"" target = ""_blank"">vespawatch.be</a>.
</br><em>Data beschikbaar tot {{maxDate}}</em>"
management2_observed-mapHeat_description,Op deze kaart worden alle nesten en individuen van Aziatische hoornaar getoond die in {{maxYear}} zijn gemeld via diverse kanalen. Nog niet alle meldingen zijn op dit kaartje weergegeven. Binnenkort zullen alle meldingen zichtbaar zijn. </br><em>Data beschikbaar tot {{maxDate}}</em>
management2-countYearGroup_description,NA
management3-countYearGroup_description,"<p>Deze grafiek toont de evolutie in het absolute of cumulatieve aantal beheerde individuen.</p>
<p><i>Het aantal individuen kan worden onderverdeeld per levensfase indien beschikbaar</i></p>"
observations-mapOccurrence_description,"<p>Kaart met waarnemingen. </p>
<ul>
<li><p><b style=""color: #000000;"">Zwarte</b> vierkanten geven gebieden van 10km x 10km aan waarin de soort is waargenomen.<br>
<li><p><b style=""color: #FF0000;"">Rode</b> vierkanten markeren specifieke locaties van 1km x 1km binnen deze gebieden waar waarnemingen zijn gemeld.</p>
</ul>
<p>Het bijgevoegde staafdiagram toont een tijdreeks met het aantal waarnemingen per jaar in elke regio sinds 1950.</p>"
reporting_t1-mapOccurrence_description,"Kaart waarop het volgende weergegeven wordt:
<ul>
  <li><b>alleen t<sub>0</sub>:</b> 10 km x 10 km gridcellen met alleen waarnemingen van de soort van 2000 tot het jaar van opname op de <a href=""https://environment.ec.europa.eu/topics/nature-and-biodiversity/invasive-alien-species_en"" target=""_blank"">lijst van soorten van Uniebezorgdheid</a>, zonder latere meldingen.</li>
  <li><b>alleen t<sub>1</sub>:</b> 10 km x 10 km gridcellen waar de soort voor het eerst verscheen tijdens de eerste driejaarlijkse rapportagecyclus.</li>
  <li><b>t<sub>0</sub> & t<sub>1</sub>:</b> 10 km x 10 km gridcellen waar de soort nog steeds aanwezig is.</li>
</ul>"
reporting_t01-mapOccurrence_description,"Kaart waarop het volgende weergegeven wordt:
<ul>
  <li><b>alleen t<sub>0</sub>:</b> 10 km x 10 km gridcellen met alleen waarnemingen van de soort van 2000 tot het jaar van opname op de <a href=""https://environment.ec.europa.eu/topics/nature-and-biodiversity/invasive-alien-species_en"" target=""_blank"">lijst van soorten van Uniebezorgdheid</a>, zonder latere meldingen.</li>
  <li><b>alleen t<sub>1</sub>:</b> 10 km x 10 km gridcellen waar de soort voor het eerst verscheen tijdens de eerste driejaarlijkse rapportagecyclus.</li>
  <li><b>t<sub>0</sub> & t<sub>1</sub>:</b> 10 km x 10 km gridcellen waar de soort nog steeds aanwezig is.</li>
</ul>"
management-mapOccurrence_description,"<p>Kaart en bijbehorende grafieken van de ruimtelijke verdeling van het gerealiseerd beheer.
<li>Op de kaart ziet u de ruimtelijke verdeling voor het gekozen jaar.
<li>Op de grafiek linksonder de kaart vindt u de trend per gewest (Vlaanderen, Wallonië en/of Brussel).
<li>Op de grafiek rechtsonder de kaart wordt de trend in de geselecteerde regio(s).</p>

<!DOCTYPE html>
<html lang=""en"">
<head>
  <meta charset=""UTF-8"">
  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
  <title>Aperçu du tableau</title>
  <link href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.15.4/css/all.min.css"" rel=""stylesheet""> <!-- Font Awesome link -->
  <style>
    .indented {
      margin-left: 20px;
    }

    /* Remove default arrow */
    details summary {
      list-style: none;
      font-size: 14px; /* Optional: You can adjust the font size */
      color: #c1c443; /* Match the icon color */
      text-decoration: underline; /* Underline the text */
    }

    /* Green Icon Style */
    .green-icon {
      color:#c1c443 ;
      font-size: 18px; /* Adjust size as needed */
      margin-right: 10px; /* Space between the icon and the text */
    }
  </style>
</head>
<body>

<details>
  <summary>
    <i class=""fas fa-angle-double-down green-icon""></i> Meer informatie
  </summary>
<br>
<p>De <b>eenheid</b> bepaald hoe de resultaten worden weergegeven:
<ul>
<li> <b>absoluut:</b> Het absoluut aantal beheerde individuen
<li> <b>verschil:</b> Het verschil in het absoluut aantal beheerde individuen van een jaar ten opzichte van het absoluut aantal beheerde individuen van het voorgaande jaar. Deze waarde wordt berekend door de absolute waarde van het jaar af te trekken van die van het voorgaande jaar. Deze waarde kan dus negatief zijn. Een positieve waarde geeft weer dat er in een bepaald jaar meer individuen beheerd werden ten opzichte van het voorgaande jaar, een negatieve waarde duidt op een afname in het aantal beheerde individuen terwijl een nul wijst op een zelfde aantal beheerde individuen. Het verschil van het eerste jaar van de tijdreeks is steeds nul.
<li> <b>eenheid van inspanning:</b> Het absoluut aantal beheerde individuen gedeeld door de geleverde inspanningen. Hierdoor wordt het beheer gecorrigeerd voor veranderingen in de inspanning. De eenheid van inspanning is afhankelijk van de gebruikte methode, maar komt meestal overeen met 1 vangtuig of 1 schot per 24u.  
</ul>
</p>
Voor meer informatie over het aanpassen van classes zie de <a href="""" target=""_blank"">veel gestelde vragen</a>
</details>"
management-mapInvasion_description,"<div>
  <p>
    Deze kaarten tonen de verspreiding van de soort in het gekozen referentiejaar en vergelijken deze met de verspreiding in de twee voorgaande periodes van drie jaar.
  </p>

  <p>Als gebruiker kunt u zelf kiezen hoe de observatiegegevens worden ingedeeld. Dit gaat als volgt:</p>

  <ol>
    <li>Selecteer de knop <strong>'Edit classes'</strong>.</li>
    <li>Stel het aantal categorieën in waarin u de waarnemingen wilt onderverdelen met de optie <strong>nBins</strong>.</li>
    <li>
      Bepaal hoe de gegevens worden verdeeld. U kunt kiezen tussen:
      <ul>
        <li><strong>Aangepaste indeling:</strong> u bepaalt zelf de grenzen.</li>
        <li><strong>Uniforme verdeling:</strong> alle categorieën hebben een gelijke spreiding.</li>
        <li><strong>Verdeling op basis van kwantielen:</strong> elke categorie bevat ongeveer evenveel waarnemingen.</li>
      </ul>
    </li>
    <li>Geef de categorieën een naam: maak de weergave duidelijker door elke groep een passende naam te geven.</li>
    <li>Bevestig uw instellingen: klik op <strong>'Confirm groups'</strong> om de kaart met uw indeling te vernieuwen.</li>
  </ol>
</div>"
risk-mapRaster_description,"Invasieve uitheemse soorten hebben het potentieel om ecosystemen te beschadigen,de biodiversiteit te verminderen en andere problemen voor mensen en dieren in het wild te veroorzaken. Om deze problemen te mitigeren is onderzoek nodig naar wat de potentiële risico’s zijn en welke soorten het meest waarschijnlijk een probleem vormen. Eén van de technieken die we gebruiken is het modelleren van de verspreiding van soorten. Deze modellen zijn bedoeld om de potentiële verspreiding van een soort te schatten, gegeven de bekende omgevingsomstandigheden waarin hij momenteel leeft. In dergelijke modellen kunnen we ook toekomstscenario's in dergelijke modellen integreren, zodat we bij onze risicobeoordeling rekening kunnen houden met klimaatverandering. </br>Het is onwaarschijnlijk dat deze kaarten nauwkeurige voorspellingen zijn van de huidige of toekomstige verspreiding van soorten, maar ze zijn niettemin een leidraad voor wetenschappers die risicobeoordelingen uitvoeren. Ze helpen ons door aan te geven welke gebieden het meest kwetsbaar zijn voor invasie, en of de klimaatverandering waarschijnlijk een grotere of kleinere vestiging van de soort zal veroorzaken."
tableIndicators_description,"<p>Deze tabel biedt een overzicht van alle soorten waarvoor informatie beschikbaar is op het exotenportaal (= alle soorten op de <a href=""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS-checklijst van België</a>). Voor elke soort bevat de tabel informatie over de invasiestatus in België zoals gedocumenteerd in de GRIIS-checklijst. De kolommen worden hieronder beschreven: </p>

- <b>Soort</b> toont de wetenschappelijke naam van de exoot.<br>
- <b>GBIF taxonomisch ID (taxonkey)</b> geeft de taxonkey van de soort weer op <a href=""https://www.gbif.org/news/EQgUzZ4YA75BSeLs1naI9/belgian-built-gbif-alert-system-wins-the-2023-ebbe-nielsen-challenge"" target=""_blank""> GBIF </a>(de Global Biodiversity Information Facility). Meer informatie over GBIF-taxonomische sleutels vindt u op <a href=""https://discourse.gbif.org/t/understanding-gbif-taxonomic-keys-usagekey-taxonkey-specieskey/3045"" target=""_blank""> deze pagina. </a><br>
- <b>Jaar van laatste waarneming</b> geeft het meest recente jaar weer waarin de soort werd waargenomen in België. Dit is gebaseerd op het laatste jaar van waarneming in de GRIIS-checklijst of (indien beschikbaar) op een recentere, gegeorefereerde waarneming van de soort op GBIF.<br>
- <b>Habitat</b> vermeldt de habitattypes waarin de soort voorkomt, zoals aangegeven in de GRIIS-checklijst.<br>
- <b>Bron</b> geeft de oorspronkelijke checklist aan die als basis diende om de soort op te nemen in de GRIIS-checklijst.<br>
- <b>Jaar van eerste waarneming</b> geeft het eerste jaar aan waarin de soort werd waargenomen in België (per regio), zoals gedocumenteerd in de GRIIS-checklijst.<br>
- <b>Mate van vestiging</b> geeft de mate van vestiging van de soort in België weer, zoals aangegeven in de GRIIS-checklijst. ""NA"" betekent dat deze informatie niet beschikbaar was in de GRIIS-checklijst voor de betreffende soort.<br>
- <b>Introductieroutes</b> toont de introductieroute(s) van de soort in België zoals gespecificeerd in de GRIIS-checklijst.<br>
- <b>Meer</b> Geeft aan of er meer informatie beschikbaar is over de soort (aan de hand van iconen): <br> "
tableNesten_description,Het aantal op vespawatch.be gemelde nesten per provincie.</br><em>Data beschikbaar tot {{maxDate}}<em>
visualize_pathways_level1_description,"Deze grafiek toont het aantal geïntroduceerde taxa per introductieroutecategorie <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, niveau1</a>)</i>."
visualize_pathways_year_level1_description,"<p>Deze grafiek toont de trends in het aantal geïntroduceerde taxa per introductie route categorie <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, niveau 1</a>)</i>.
<p>De taxa zijn gegroepeerd per decennium op basis van hun jaar van eerste waarneming zoals gespecificeerd op de <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS checklist van België</a>.
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> Een taxon kan via meerdere introductie route categoriën worden geïntroduceerd, een taxon kan dus meer dan eens op deze grafiek voorkomen. Dit betekent dat de som van het 'aantal geïntroduceerde taxa per introductie route categorie' groter kan zijn dan het 'aantal taxa'.</i>"
visualize_pathways_level2_description,"<p>Deze grafiek toont het aantal geïntroduceerde taxa per introductie route subcategorie <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, niveau 2</a>)</i>.</p>
<p></p>
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> Deze grafiek kan alleen de subcategorieën van een enkele introductie route categorie weergeven. Selecteer <b>één</b> categorie met behulp van het filter bovenaan deze pagina</i>.</p>"
visualize_pathways_year_level2_description,"<p>Deze grafiek toont de trends in het aantal geïntroduceerde taxa per introductie route subcategorie <i>(<a href=""https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf#page=8"" target = ""_blank"">CBD, niveau 2</a>)</i></p>
<p>De taxa zijn gegroepeerd per decennium op basis van hun jaar van eerste waarneming zoals gespecificeerd op de <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS checklist van België</a>.</p>
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> Deze grafiek kan alleen de subcategorieën van <b>één</b> enkele introductie route categorie weergeven. Selecteer een categorie met behulp van het filter bovenaan deze pagina</i>.</p>
<p><i><span style=""color: red; font-size: 1.5em; font-weight: bold; animation: pulse 1s infinite;"">!</span> Een enkel taxon kan via meerdere introductie route subcategorieën worden geïntroduceerd, een taxon kan dus meer dan eens op deze grafiek voorkomen. Dit betekent dat de som van het 'aantal geïntroduceerde taxa per introductie route categorie' groter kan zijn dan het 'aantal taxa'.</i></p>"
welcomeTitle_description,Op deze pagina vind je alle cijfers en trends over uitheemse soorten in België.
occupancy_description,Oppervlakte bezet door een soort
checklist-welcome_description,"Op deze pagina vindt u tabellen en grafieken terug gebaseerd op de <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> GRIIS checklijst van België</a>."
species-welcome_description,"<p style=""text-align: center;"">Op deze pagina vindt u interactieve figuren en trends voor individuele soorten, die u kan selecteren via het keuzemenu hieronder. Standaard worden de gegevens voor heel België weergegeven, maar u kan ook één of meerdere specifieke regio's selecteren voor een meer op maat gemaakte weergave. Onze belangrijkste gegevensbron is <a href=""https://www.gbif.org"" target=""_blank"">GBIF.org</a>, aangevuld met andere datasets waar relevant. </p>"
confirm_language_change_title,Taal wijzigen
confirm_language_change_description,Weet u zeker dat u de taal van de applicatie wilt wijzigen? Dit zal leiden tot verlies van grafiek- en tabelinstellingen.
