srt,locationID,date_setup,date_retrieval,fyke_nr,species_code,lifeStage,biomass_g,svl_cm,sex,state,albino,species,nubKey,surface,lat_Y,long_X,gemeente,provincie,gewest,geometry,eventID,Jaar
4128-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_3,Xenlae,subadult,32,7.3,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4136-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_3,Xenlae,subadult,34,7.3,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4178-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_4,Xenlae,subadult,33,7.3,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4196-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_4,Xenlae,subadult,31,7.3,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4228-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_7,Xenlae,subadult,37,7.3,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4256-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_11,Xenlae,subadult,38,7.3,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4267-1,p5e,2025-09-23T00:00:00Z,2025-09-24T00:00:00Z,SDSF_2,Xenlae,subadult,38,7.3,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-23_2025-09-24,2025
4268-1,p5e,2025-09-23T00:00:00Z,2025-09-24T00:00:00Z,SDSF_3,Xenlae,subadult,35,7.3,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-23_2025-09-24,2025
4293-1,p5e,2025-09-24T00:00:00Z,2025-09-25T00:00:00Z,SDSF_2,Xenlae,subadult,33,7.3,NA,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-24_2025-09-25,2025
3780-1,p7b,2025-08-25T00:00:00Z,2025-08-26T00:00:00Z,SDSF_1,Xenlae,subadult,35,7.3,F,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2025-08-25_2025-08-26,2025
110-1,Fish passage,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_3,Xenlae,adult,62,7.2,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-04-03_2024-04-05,2024
810-1,Fish passage,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_1,Xenlae,subadult,40,7.2,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-21_2024-05-22,2024
828-1,Fish passage,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2,Xenlae,subadult,31,7.2,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-21_2024-05-22,2024
2256-1,Fish passage,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_3,Xenlae,subadult,36,7.2,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-09_2024-07-10,2024
2258-1,Fish passage,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_3,Xenlae,subadult,44,7.2,F,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-09_2024-07-10,2024
2544-1,Fish passage,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_1,Xenlae,subadult,44,7.2,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-01_2024-08-02,2024
2547-1,Fish passage,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_1,Xenlae,subadult,33,7.2,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-01_2024-08-02,2024
3017-1,Fish passage,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_2,Xenlae,subadult,39,7.2,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-20_2024-08-21,2024
3035-1,Fish passage,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_4,Xenlae,subadult,37,7.2,F,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-20_2024-08-21,2024
3037-1,Fish passage,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_4,Xenlae,subadult,34,7.2,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-20_2024-08-21,2024
3172-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,subadult,44,7.2,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
3175-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,subadult,37,7.2,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
3176-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,subadult,41,7.2,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
3210-1,Fish passage,2024-10-10T00:00:00Z,2024-10-11T00:00:00Z,SDSF_3,Xenlae,subadult,42,7.2,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-10-10_2024-10-11,2024
2099-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_1,Xenlae,subadult,33,7.2,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2132-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,subadult,29,7.2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2175-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,subadult,36,7.2,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2300-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_2,Xenlae,subadult,41,7.2,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
2316-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_3,Xenlae,subadult,26,7.2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
2397-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_2,Xenlae,subadult,36,7.2,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
2442-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_4,Xenlae,subadult,32,7.2,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
3117-1,p12e,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,subadult,36,7.2,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-09-10_2024-09-11,2024
3192-1,p12e,2024-10-10T00:00:00Z,2024-10-11T00:00:00Z,SDSF_4,Xenlae,subadult,39,7.2,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-10-10_2024-10-11,2024
3227-1,p12e,2024-10-30T00:00:00Z,2024-10-31T00:00:00Z,SDSF_3,Xenlae,subadult,40,7.2,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-10-30_2024-10-31,2024
3305-1,p12e,2025-03-05T00:00:00Z,2025-03-06T00:00:00Z,SDSF_4,Xenlae,subadult,33,7.2,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-03-05_2025-03-06,2025
3637-1,p12e,2025-05-20T00:00:00Z,2025-05-21T00:00:00Z,SDSF_3,Xenlae,subadult,35,7.2,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-20_2025-05-21,2025
3694-1,p12e,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,SDSF_2,Xenlae,subadult,29,7.2,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-07-02_2025-07-03,2025
2212-1,p44b,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_4,Xenlae,subadult,37,7.2,F,alive,no,Xenopus laevis,5217334,,50.778056,2.752889,Heuvelland,West-Vlaanderen,flanders,"c(2.752889, 50.778056)",p44b_2024-07-09_2024-07-10,2024
4093-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_1,Xenlae,subadult,35,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4098-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_1,Xenlae,subadult,36,7.2,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4100-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_1,Xenlae,subadult,32,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4102-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_1,Xenlae,subadult,29,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4112-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_3,Xenlae,subadult,31,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4113-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_3,Xenlae,subadult,28,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4127-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_3,Xenlae,subadult,28,7.2,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4148-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_3,Xenlae,subadult,33,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4170-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_4,Xenlae,subadult,35,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4189-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_4,Xenlae,subadult,39,7.2,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4191-2,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_4,Xenlae,subadult,39,7.2,F,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4206-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_5,Xenlae,subadult,30,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4217-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_6,Xenlae,subadult,34,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4220-1,p5e,2025-09-22T00:00:00Z,2025-09-23T00:00:00Z,SDSF_6,Xenlae,subadult,33,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-22_2025-09-23,2025
4269-1,p5e,2025-09-23T00:00:00Z,2025-09-24T00:00:00Z,SDSF_3,Xenlae,subadult,32,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-23_2025-09-24,2025
4279-1,p5e,2025-09-23T00:00:00Z,2025-09-24T00:00:00Z,SDSF_9,Xenlae,subadult,34,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-23_2025-09-24,2025
4281-1,p5e,2025-09-23T00:00:00Z,2025-09-24T00:00:00Z,SDSF_9,Xenlae,subadult,32,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-23_2025-09-24,2025
4284-1,p5e,2025-09-23T00:00:00Z,2025-09-24T00:00:00Z,SDSF_10,Xenlae,subadult,39,7.2,M,alive,no,Xenopus laevis,5217334,,50.75563,2.850164,Heuvelland,West-Vlaanderen,flanders,"c(2.850164, 50.75563)",p5e_2025-09-23_2025-09-24,2025
2621-1,p7b,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,SDSF_1,Xenlae,subadult,32,7.2,M,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2024-08-06_2024-08-07,2024
2648-1,p7b,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,SDSF_2,Xenlae,subadult,31,7.2,F,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2024-08-06_2024-08-07,2024
2658-1,p7b,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,SDSF_2,Xenlae,subadult,32,7.2,M,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2024-08-06_2024-08-07,2024
2674-1,p7b,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,SDSF_2,Xenlae,subadult,33,7.2,F,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2024-08-06_2024-08-07,2024
2713-1,p7b,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,SDSF_3,Xenlae,subadult,34,7.2,F,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2024-08-06_2024-08-07,2024
2754-1,p7b,2024-08-07T00:00:00Z,2024-08-08T00:00:00Z,SDSF_1,Xenlae,subadult,33,7.2,M,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2024-08-07_2024-08-08,2024
2757-1,p7b,2024-08-07T00:00:00Z,2024-08-08T00:00:00Z,SDSF_2,Xenlae,subadult,32,7.2,F,alive,no,Xenopus laevis,5217334,,50.758111,2.838278,Heuvelland,West-Vlaanderen,flanders,"c(2.838278, 50.758111)",p7b_2024-08-07_2024-08-08,2024
829-1,Fish passage,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2,Xenlae,subadult,42,7.1,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-21_2024-05-22,2024
2214-1,Fish passage,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_1,Xenlae,subadult,32,7.1,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-09_2024-07-10,2024
2272-1,Fish passage,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_4,Xenlae,subadult,35,7.1,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-09_2024-07-10,2024
2465-1,Fish passage,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_1,Xenlae,subadult,42,7.1,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-31_2024-08-01,2024
2539-1,Fish passage,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_1,Xenlae,subadult,36,7.1,F,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-01_2024-08-02,2024
2553-1,Fish passage,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_2,Xenlae,adult,49,7.1,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-01_2024-08-02,2024
2558-1,Fish passage,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_3,Xenlae,subadult,46,7.1,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-01_2024-08-02,2024
3004-1,Fish passage,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_1,Xenlae,subadult,38,7.1,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-20_2024-08-21,2024
3007-1,Fish passage,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_2,Xenlae,subadult,38,7.1,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-20_2024-08-21,2024
3014-2,Fish passage,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_2,Xenlae,subadult,38,7.1,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-20_2024-08-21,2024
3015-1,Fish passage,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_2,Xenlae,subadult,37,7.1,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-20_2024-08-21,2024
3033-1,Fish passage,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_4,Xenlae,subadult,38,7.1,M,dead,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-08-20_2024-08-21,2024
3144-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_2,Xenlae,subadult,37,7.1,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
3157-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_2,Xenlae,subadult,38,7.1,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
3161-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,subadult,36,7.1,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
3163-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,subadult,38,7.1,M,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
3170-1,Fish passage,2024-09-10T00:00:00Z,2024-09-11T00:00:00Z,SDSF_4,Xenlae,subadult,35,7.1,F,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-09-10_2024-09-11,2024
1249-1,p12e,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,FF_1-32,Xenlae,subadult,32,7.1,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-06-12_2024-06-13,2024
1256-1,p12e,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,FF_1-32,Xenlae,subadult,38,7.1,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-06-12_2024-06-13,2024
2134-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,subadult,38,7.1,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2168-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_3,Xenlae,subadult,30,7.1,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2199-1,p12e,2024-07-08T00:00:00Z,2024-07-09T00:00:00Z,SDSF_4,Xenlae,subadult,33,7.1,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-08_2024-07-09,2024
2320-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_3,Xenlae,subadult,36,7.1,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
2355-1,p12e,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_4,Xenlae,subadult,38,7.1,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-09_2024-07-10,2024
2403-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_2,Xenlae,subadult,32,7.1,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
2418-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_2,Xenlae,subadult,34,7.1,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
2436-1,p12e,2024-07-31T00:00:00Z,2024-08-01T00:00:00Z,SDSF_4,Xenlae,subadult,28,7.1,M,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-07-31_2024-08-01,2024
2578-1,p12e,2024-08-01T00:00:00Z,2024-08-02T00:00:00Z,SDSF_4,Xenlae,subadult,30,7.1,F,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-01_2024-08-02,2024
