srt,locationID,date_setup,date_retrieval,fyke_nr,species_code,lifeStage,biomass_g,svl_cm,sex,state,albino,species,nubKey,surface,lat_Y,long_X,gemeente,provincie,gewest,geometry,eventID,Jaar
692-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2a,Xenlae,juvenile,13,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
730-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_3a,Xenlae,juvenile,12,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
794-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_5a,Xenlae,juvenile,14,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
936-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_2a,Xenlae,juvenile,11,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
941-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_2a,Xenlae,juvenile,10,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
962-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_3a,Xenlae,juvenile,11,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
979-2,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_3a,Xenlae,juvenile,11,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
995-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_4a,Xenlae,juvenile,14,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1001-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_4a,Xenlae,juvenile,15,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1002-2,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_4a,Xenlae,juvenile,15,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1003-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_4a,Xenlae,juvenile,11,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1010-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_5a,Xenlae,juvenile,13,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1017-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_5a,Xenlae,juvenile,12,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1019-2,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_5a,Xenlae,juvenile,13,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1136-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_1a,Xenlae,juvenile,14,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
1240-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_6a,Xenlae,juvenile,10,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
1244-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_6a,Xenlae,juvenile,12,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
1279-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_1a,Xenlae,juvenile,13,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1301-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_2a,Xenlae,juvenile,12,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1361-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_4a,Xenlae,juvenile,12,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1462-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_2b,Xenlae,juvenile,12,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1517-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_5b,Xenlae,juvenile,12,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1584-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,BDSF_1,Xenlae,juvenile,14,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1603-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,BDSF_3,Xenlae,juvenile,13,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1611-1,p41a,2024-06-19T00:00:00Z,2024-06-20T00:00:00Z,SDSF_1a,Xenlae,juvenile,12,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-19_2024-06-20,2024
1612-2,p41a,2024-06-19T00:00:00Z,2024-06-20T00:00:00Z,SDSF_1a,Xenlae,juvenile,12,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-19_2024-06-20,2024
1616-1,p41a,2024-06-19T00:00:00Z,2024-06-20T00:00:00Z,SDSF_1a,Xenlae,juvenile,13,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-19_2024-06-20,2024
1633-1,p41a,2024-06-19T00:00:00Z,2024-06-20T00:00:00Z,SDSF_3a,Xenlae,juvenile,10,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-19_2024-06-20,2024
1652-1,p41a,2024-06-19T00:00:00Z,2024-06-20T00:00:00Z,SDSF_4b,Xenlae,juvenile,8,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-19_2024-06-20,2024
1669-1,p41a,2024-06-19T00:00:00Z,2024-06-20T00:00:00Z,SDSF_6a,Xenlae,juvenile,11,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-19_2024-06-20,2024
1702-1,p41a,2024-06-20T00:00:00Z,2024-06-21T00:00:00Z,SDSF_1a,Xenlae,juvenile,11,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-20_2024-06-21,2024
1760-1,p41a,2024-06-20T00:00:00Z,2024-06-21T00:00:00Z,BDSF_1,Xenlae,juvenile,13,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-20_2024-06-21,2024
1884-1,p41a,2024-06-24T00:00:00Z,2024-06-25T00:00:00Z,SDSF_6a,Xenlae,juvenile,13,5,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-24_2024-06-25,2024
83-1,Fish passage,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_2,Xenlae,juvenile,16,4.9,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-04-03_2024-04-05,2024
94-1,Fish passage,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_2,Xenlae,juvenile,20,4.9,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-04-03_2024-04-05,2024
2248-1,Fish passage,2024-07-09T00:00:00Z,2024-07-10T00:00:00Z,SDSF_2,Xenlae,juvenile,11,4.9,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-07-09_2024-07-10,2024
27-1,p12e,2024-04-02T00:00:00Z,2024-04-04T00:00:00Z,FF_1,Xenlae,juvenile,NA,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-04-02_2024-04-04,2024
32-1,p12e,2024-04-02T00:00:00Z,2024-04-04T00:00:00Z,FF_2,Xenlae,juvenile,NA,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-04-02_2024-04-04,2024
1074-1,p12e,2024-05-23T00:00:00Z,2024-05-24T00:00:00Z,SDSF_2,Xenlae,juvenile,NA,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-05-23_2024-05-24,2024
1075-2,p12e,2024-05-23T00:00:00Z,2024-05-24T00:00:00Z,SDSF_2,Xenlae,juvenile,NA,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-05-23_2024-05-24,2024
1403-1,p12e,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,FF_1-32,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-06-13_2024-06-14,2024
2931-1,p12e,2024-08-19T00:00:00Z,2024-08-20T00:00:00Z,SDSF_3,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-19_2024-08-20,2024
2967-1,p12e,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_2,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-20_2024-08-21,2024
2986-1,p12e,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_4,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-20_2024-08-21,2024
2990-2,p12e,2024-08-20T00:00:00Z,2024-08-21T00:00:00Z,SDSF_4,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-08-20_2024-08-21,2024
3497-1,p12e,2025-04-28T00:00:00Z,2025-04-29T00:00:00Z,SDSF_1,Xenlae,juvenile,15,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-28_2025-04-29,2025
3508-1,p12e,2025-04-28T00:00:00Z,2025-04-29T00:00:00Z,SDSF_2,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-28_2025-04-29,2025
3581-1,p12e,2025-04-29T00:00:00Z,2025-04-30T00:00:00Z,SDSF_3,Xenlae,juvenile,11,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-04-29_2025-04-30,2025
3631-1,p12e,2025-05-20T00:00:00Z,2025-05-21T00:00:00Z,SDSF_2,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-20_2025-05-21,2025
3638-1,p12e,2025-05-20T00:00:00Z,2025-05-21T00:00:00Z,SDSF_3,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-20_2025-05-21,2025
3653-1,p12e,2025-05-21T00:00:00Z,2025-05-22T00:00:00Z,SDSF_2,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2025-05-21_2025-05-22,2025
128-1,p38b,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,FF_2,Xenlae,juvenile,21,4.9,NA,dead,no,Xenopus laevis,5217334,,50.760472,2.810306,Heuvelland,West-Vlaanderen,flanders,"c(2.810306, 50.760472)",p38b_2024-04-03_2024-04-05,2024
214-1,p41a,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_2a,Xenlae,juvenile,21,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-04-03_2024-04-05,2024
409-1,p41a,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,SDSF_1a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-06_2024-05-07,2024
524-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_2a,Xenlae,juvenile,14,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
525-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_2a,Xenlae,juvenile,11,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
558-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_4a,Xenlae,juvenile,15,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
578-1,p41a,2024-05-07T00:00:00Z,2024-05-08T00:00:00Z,SDSF_5a,Xenlae,juvenile,14,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-07_2024-05-08,2024
631-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_1a,Xenlae,juvenile,9,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
647-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_1a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
696-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_2a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
748-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_3a,Xenlae,juvenile,11,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
773-1,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_4a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
776-2,p41a,2024-05-21T00:00:00Z,2024-05-22T00:00:00Z,SDSF_4a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-21_2024-05-22,2024
880-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_1a,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
927-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_2a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
964-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_3a,Xenlae,juvenile,11,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
970-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_3a,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
972-2,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_3a,Xenlae,juvenile,11,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1015-1,p41a,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,SDSF_5a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-05-22_2024-05-23,2024
1164-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_2a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
1168-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_2a,Xenlae,juvenile,11,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
1243-1,p41a,2024-06-12T00:00:00Z,2024-06-13T00:00:00Z,SDSF_6a,Xenlae,juvenile,10,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-12_2024-06-13,2024
1270-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_1a,Xenlae,juvenile,11,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1337-1,p41a,2024-06-13T00:00:00Z,2024-06-14T00:00:00Z,SDSF_4a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-13_2024-06-14,2024
1432-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_1a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1438-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_1b,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1481-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_3a,Xenlae,juvenile,10,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1508-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,SDSF_4b,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1593-1,p41a,2024-06-18T00:00:00Z,2024-06-19T00:00:00Z,BDSF_1,Xenlae,juvenile,12,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-18_2024-06-19,2024
1676-1,p41a,2024-06-19T00:00:00Z,2024-06-20T00:00:00Z,SDSF_6a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-19_2024-06-20,2024
1736-1,p41a,2024-06-20T00:00:00Z,2024-06-21T00:00:00Z,SDSF_5a,Xenlae,juvenile,11,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-20_2024-06-21,2024
1746-1,p41a,2024-06-20T00:00:00Z,2024-06-21T00:00:00Z,SDSF_6a,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-20_2024-06-21,2024
1851-1,p41a,2024-06-24T00:00:00Z,2024-06-25T00:00:00Z,SDSF_3b,Xenlae,juvenile,13,4.9,NA,alive,no,Xenopus laevis,5217334,,50.768028,2.770806,Heuvelland,West-Vlaanderen,flanders,"c(2.770806, 50.768028)",p41a_2024-06-24_2024-06-25,2024
2371-1,Douve_9,2024-07-11T00:00:00Z,2024-07-12T00:00:00Z,FF_13,Xenlae,juvenile,12,4.8,NA,alive,no,Xenopus laevis,5217334,,50.755333,2.913194,Komen-Waasten,Henegouwen,wallonia,"c(2.913194, 50.755333)",Douve_9_2024-07-11_2024-07-12,2024
65-1,Fish passage,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_1,Xenlae,juvenile,20,4.8,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-04-03_2024-04-05,2024
84-1,Fish passage,2024-04-03T00:00:00Z,2024-04-05T00:00:00Z,SDSF_2,Xenlae,juvenile,19,4.8,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-04-03_2024-04-05,2024
1041-1,Fish passage,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,FF_1-15,Xenlae,juvenile,15,4.8,NA,alive,no,Xenopus laevis,5217334,,50.758028,2.855222,Heuvelland,West-Vlaanderen,flanders,"c(2.855222, 50.758028)",Fish_passage_2024-05-22_2024-05-23,2024
501-1,p12e,2024-05-06T00:00:00Z,2024-05-07T00:00:00Z,FF_1-17,Xenlae,juvenile,14,4.8,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-05-06_2024-05-07,2024
1059-1,p12e,2024-05-22T00:00:00Z,2024-05-23T00:00:00Z,FF_1-17,Xenlae,juvenile,14,4.8,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-05-22_2024-05-23,2024
1095-1,p12e,2024-05-23T00:00:00Z,2024-05-24T00:00:00Z,SDSF_4,Xenlae,juvenile,NA,4.8,NA,alive,no,Xenopus laevis,5217334,,50.756722,2.918278,Mesen,West-Vlaanderen,flanders,"c(2.918278, 50.756722)",p12e_2024-05-23_2024-05-24,2024
